mid. w2 +1 w1 w2 eos +2 eos mid. mid. -1	0 5	0 5
+1 w3 w1 w1 w3 +3 -3 w3 -1 eos rep. +1 mid. mid.	0 1 1 1 1 2 2 3 3 4 4 4 4 5 8 7 7 7 7 8 7 7 7 7	0 1 1 1 1 2 2 3 3 4 4 4 4 5 8 7 7 7 7 8 7 7 7 7
+3 +2 w3 eos +3 eos ini. eos ini. w1 w3 -2 +1 -3	0 3	0 3
+3 -1 w2 fin. -3 fin. eos w3 +1 w3 w1 -1	0 3 11 10 10 11 10 10 11 10 10 11 10 10 11 10 10 11 10 10 11 10 10 11	0 3 11 10 10 11 10 10 11 10 10 11 10 10 11 10 10 11 10 10 11 10 10 11
w1 mid. mid. fin. -1 eos rep. eos fin. ini. eos +1 ini. +3 -1 w2 -3	0 0 1 8 16 13 16 13 16 13 16 13 16 13 16 13 16 13 16 13 16 13 16 13	0 0 1 8 16 13 16 13 16 13 16 13 16 13 16 13 16 13 16 13 16 13 16 13
w2 mid. w2 ini. -3 ini. w2 w1 eos w2 -3 -1 w1 ini. -1 w2 w2 -1 mid. mid.	0 0 0 1 9 9 9 10 7 7 8	0 0 0 1 9 9 9 10 7 7 8
w2 -1 -1 eos +1 w3 eos +2 rep. +1 eos ini. eos rep. w2 +1 -3	0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1	0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1
w1 mid. w1 -3 eos +3 w3 +1 rep. +1 ini. +2 fin. mid. -2 -3	0 0 1 7 8 9 10 0 0 1 7 8 9 10 0 0 1 7 8 9 10 0 0 1	0 0 1 7 8 9 10 0 0 1 7 8 9 10 0 0 1 7 8 9 10 0 0 1
mid. mid. +1 w3 eos +1 eos eos w2 -1 mid.	0 5 6	0 5 6
w1 w2 -1 eos eos ini. -3 w1 w1 eos w3 +1 w1 w3 -3 w1 -2 -1 mid.	0 0 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 2 1 1	0 0 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 2 1 1
w2 w1 +2 -1 ini. eos w3 -1 w3 -3 -1	0 0 0 1 1 2 4 0 0 0 1 1 2 4 0 0 0 1 1 2 4 0 0 0	0 0 0 1 1 2 4 0 0 0 1 1 2 4 0 0 0 1 1 2 4 0 0 0
w2 w2 w2 eos eos -3 +1 eos ini. mid. w2 mid.	0 0 0 1 1 1 2 2 2 3	0 0 0 1 1 1 2 2 2 3
+2 mid. -2 eos -1 rep. eos eos -2 -1 w3 +2 mid. w3 eos	0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2	0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2
w2 mid. w3 eos eos eos eos rep. rep. w3 w1 mid.	0 0 0 1 5	0 0 0 1 5
mid. mid. -2 rep. -2 ini. -1 -1 fin. eos w3 +2 -3 +2 mid. -3	0 7 6 5 0 7 6 5 0 7 6 5 0 7 6 5 0 7 6 5 0 7 6 5	0 7 6 5 0 7 6 5 0 7 6 5 0 7 6 5 0 7 6 5 0 7 6 5
w1 mid. mid. +1 +1 eos fin. eos w3 fin. eos fin. rep. w3 mid. -3 -2	0 0 1 8 8 8 8 9 16 14 8 8 8 8 9 16 14 8 8 8 8 9 16 14	0 0 1 8 8 8 8 9 16 14 8 8 8 8 9 16 14 8 8 8 8 9 16 14
+2 mid. mid. +3 eos ini. +1 eos eos w1 -2 w2 +1 +2 w3 -3	0 2 7	0 2 7
w3 mid. mid. rep. w2 eos rep. eos eos +1 -2 eos -1 -1 mid. -1	0 0 0 0 1 7	0 0 0 0 1 7
+1 w3 w3 w2 eos -2 eos eos eos +3 mid. w1 -3	0 1 1 1 1 2 2 2 2 3 3 3 4	0 1 1 1 1 2 2 2 2 3 3 3 4
mid. -1 mid. -3 eos -2 eos w3 fin. eos mid. mid. -1	0 6	0 6
mid. w3 w3 -1 eos -2 +2 fin. w1 -2 mid.	0 5 3 2 2 2 2 3 2 2 2 2 3 2 2 2 2 3 2 2 2 2 3 2	0 5 3 2 2 2 2 3 2 2 2 2 3 2 2 2 2 3 2 2 2 2 3 2
+2 mid. mid. -3 -1 +2 -3 w3 -2 ini. -1 mid. mid.	0 2 6 3 0 2 6 3 0 2 6 3 0 2 6 3 0 2 6 3 0 2 6 3	0 2 6 3 0 2 6 3 0 2 6 3 0 2 6 3 0 2 6 3 0 2 6 3
+1 w2 mid. -2 +1 ini. +1 +2 rep. eos w3 +1 -1 -1 -2 -3 +1 -2	0 1 1 1 2 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8	0 1 1 1 2 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8 8
mid. mid. +1 w3 fin. -1 w2 +3 -1 eos rep. eos mid. -3 -3	0 7 10 13 10 7 10 13 10 7 10 13 10 7 10 13 10 7 10 13 10 7 10 13	0 7 10 13 10 7 10 13 10 7 10 13 10 7 10 13 10 7 10 13 10 7 10 13
+2 +3 +3 w3 rep. eos w3 ini. fin. fin. -2 +3 +3 +2 -3 w2 w2 mid. mid. mid.	0 2 5	0 2 5
+2 mid. +2 w2 eos fin. -2 w3 ini. w3 +2 w3 mid. -1	0 2 4	0 2 4
+2 -1 +2 w1 eos eos eos ini. w3 -1 mid. mid.	0 2 4	0 2 4
+3 +2 mid. eos w3 +2 w2 rep. -1 +1 eos -2 mid. -3	0 3	0 3
w1 mid. w1 +3 +3 -3 +1 eos -1 -3 +1 -3	0 0 1 5 2 2 3 6 7	0 0 1 5 2 2 3 6 7
w2 -1 w1 +1 eos eos eos +2 eos w3 -2 -1	0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1	0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1
w2 w1 +2 -3 eos eos ini. +1 rep. eos w2 -3 mid. mid. -2	0 0 0 1 1 2 4	0 0 0 1 1 2 4
+1 w3 -2 w1 w1 +3 -3 ini. mid. +1 w2 -1 w1 eos rep. ini. +2 w2 -1 -2	0 1 1 1 1 2 0 1 1 1 1 2 0 1 1 1 1 2 0 1 1 1 1 2	0 1 1 1 1 2 0 1 1 1 1 2 0 1 1 1 1 2 0 1 1 1 1 2
+1 w2 -1 +3 -3 -2 w3 eos -3 rep. -2 w2 mid. mid.	0 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1	0 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1 2 1 1 1
w2 +2 -2 -2 w3 w1 +3 w1 eos ini. +2 -1 w1 w1 -2	0 0 0 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1	0 0 0 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1 3 1
w3 w1 w1 -3 +2 ini. +1 -2 eos -2 ini. +2 -1 fin. -3 +3 mid. w1 -1	0 0 0 0 1 1 2 2 3 0 0 0 0 1 1 2 2 3 0 0 0 0 1 1	0 0 0 0 1 1 2 2 3 0 0 0 0 1 1 2 2 3 0 0 0 0 1 1
mid. mid. w2 -1 w1 eos fin. -1 eos eos -3 -3 mid.	0 6 12 6 12 6 12 6 12 6 12 6 12 6 12 6 12 6 12 6 12 6 12 6	0 6 12 6 12 6 12 6 12 6 12 6 12 6 12 6 12 6 12 6 12 6 12 6
w2 +3 -1 w3 -1 w3 w1 eos ini. eos -1 w1 rep. -3 +3 w3 w2 mid. w2 mid.	0 0 0 1 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3	0 0 0 1 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3
+2 -1 w3 rep. ini. fin. eos eos -3 mid. mid.	0 2 2 2 2 3 3 3 3 4 0 2 2 2 2 3 3 3 3 4 0 2 2 2	0 2 2 2 2 3 3 3 3 4 0 2 2 2 2 3 3 3 3 4 0 2 2 2
w3 +2 -1 w2 eos ini. fin. rep. eos -2 -3 mid.	0 0 0 0 1 3 3 3 4	0 0 0 0 1 3 3 3 4
w1 mid. w1 -3 ini. +2 w1 -3 w3 eos w1 +1 -1 +3 eos mid. mid. mid.	0 0 1 8 8 8 8 9	0 0 1 8 8 8 8 9
+2 mid. w1 -2 +3 -1 ini. rep. +2 -1 -3 eos -3 mid. -2	0 2 2 3 1 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7	0 2 2 3 1 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
+1 w3 w3 w1 -1 w1 eos -2 eos -3 w1 eos -2 -2 w2 -2	0 1 1 1 1 2 2 2 2 3 3 4 3 3 4 3 3 4 3 3 4 3 3 4	0 1 1 1 1 2 2 2 2 3 3 4 3 3 4 3 3 4 3 3 4 3 3 4
w2 +1 +2 ini. fin. ini. +1 rep. w2 +1 fin. eos w2 -1 mid.	0 0 0 1 2 4 14 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7	0 0 0 1 2 4 14 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
+2 +2 -1 eos +1 -2 w1 eos +1 mid. +1 -3	0 2 1 3	0 2 1 3
w1 mid. +3 ini. +1 eos eos +3 -2 ini. -3 -2 +1 w1 fin. +1 w2 +2 -1 -2	0 0 1 9 0 0 1 9 0 0 1 9 0 0 1 9 0 0 1 9 0 0 1 9	0 0 1 9 0 0 1 9 0 0 1 9 0 0 1 9 0 0 1 9 0 0 1 9
w2 mid. +3 -2 w1 ini. w1 eos -1 -1 -2 -2 -1 -1 rep. eos eos -1 -2 -1	0 0 0 1 9 8 7	0 0 0 1 9 8 7
mid. mid. w3 +1 -1 ini. +1 w1 w2 +1 -1 eos -3 -2 w1 -3 -3	0 8 8 8 9 10 9 10 9 10 9 10 9 10 9 10 9 10 9 10 9 10 9 10	0 8 8 8 9 10 9 10 9 10 9 10 9 10 9 10 9 10 9 10 9 10 9 10
w2 w1 mid. w2 +2 w3 w3 eos fin. eos eos w3 w3 mid.	0 0 0 1 1 2 6 6 6 6 7	0 0 0 1 1 2 6 6 6 6 7
+3 mid. w1 fin. fin. fin. eos +2 -2 +3 -1 +1 -3 -3 -2	0 3 14 12 9 12 9 12 9 12 9 12 9 12 9 12 9 12 9 12 9 12 9 12	0 3 14 12 9 12 9 12 9 12 9 12 9 12 9 12 9 12 9 12 9 12 9 12
+3 w1 mid. +1 w2 eos fin. fin. +1 -3 w3 +3 +2 fin. ini. w2 ini. +1 -1 mid.	0 3 4 4 4 5	0 3 4 4 4 5
+2 mid. mid. -3 w3 ini. fin. -2 eos w3 ini. +1 w2 mid.	0 2 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13	0 2 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13
mid. mid. mid. +1 eos eos fin. +1 ini. fin. +3 mid. w3 mid.	0 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6	0 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6 13 6
w1 w2 w1 rep. w2 +1 ini. +2 fin. -2 w1 +2 w3 +1 mid. mid.	0 0 1 1 1 2 2 3 3 4 4 4 5 6 0 0 1 1 1 2 2 3 3 4	0 0 1 1 1 2 2 3 3 4 4 4 5 6 0 0 1 1 1 2 2 3 3 4
w3 mid. w1 -2 +1 w1 +2 rep. eos rep. -3 +3 w2 w2 -3	0 0 0 0 1 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7	0 0 0 0 1 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
w3 w3 mid. w3 ini. w1 +1 eos +3 eos +2 -1 +2 w3 -2 -3 mid.	0 0 0 0 1 1 1 1 2 8 11 10 12 14 12 14 12 14 12 14 12 14 12 14	0 0 0 0 1 1 1 1 2 8 11 10 12 14 12 14 12 14 12 14 12 14 12 14
mid. mid. w2 +1 fin. eos w3 eos eos -2 +2 eos fin. -1 +2 +2 -2 -1	0 8	0 8
mid. w1 +3 eos eos eos +2 eos eos rep. +1 w3 eos rep. mid. -1 -3	0 8	0 8
mid. w1 w3 eos fin. eos eos -1 -1 +1 rep. mid. w2 -3	0 6	0 6
mid. -1 w2 w3 +2 eos w3 eos eos fin. +2 mid. +1 mid.	0 6 6 6 6 7	0 6 6 6 6 7
+1 w1 -2 eos +2 -3 ini. w3 -3 -3 -2	0 1 1 2 0 1 1 2 0 1 1 2 0 1 1 2 0 1 1 2 0 1 1 2	0 1 1 2 0 1 1 2 0 1 1 2 0 1 1 2 0 1 1 2 0 1 1 2
mid. +3 mid. +3 +1 w1 eos fin. eos eos w1 -2 -3 w1 w1 -1	0 7 15 14 14 15 14 14 15 14 14 15 14 14 15 14 14 15 14 14 15 14 14 15	0 7 15 14 14 15 14 14 15 14 14 15 14 14 15 14 14 15 14 14 15 14 14 15
w3 +2 +2 fin. w1 w1 w2 rep. +1 w3 -3 mid. mid.	0 0 0 0 1 3 12 6 6 6 7 7 7 8 9 9 9 9 10 7 4 4 5 5	0 0 0 0 1 3 12 6 6 6 7 7 7 8 9 9 9 9 10 7 4 4 5 5
mid. +3 mid. w2 rep. fin. +3 -3 w1 eos +3 w1 rep. +2 eos eos -3 +1 mid.	0 9	0 9
mid. +2 mid. eos w2 eos +3 +1 w3 -1 -2 mid. -3 -1	0 6 9 8 8 8 8 9 8 8 8 8 9 8 8 8 8 9 8 8 8 8 9 8	0 6 9 8 8 8 8 9 8 8 8 8 9 8 8 8 8 9 8 8 8 8 9 8
w1 w1 -2 ini. w3 +1 -2 +1 ini. fin. -2 eos rep. eos w2 mid. -3	0 0 1 1 2 0 0 1 1 2 0 0 1 1 2 0 0 1 1 2 0 0 1 1	0 0 1 1 2 0 0 1 1 2 0 0 1 1 2 0 0 1 1 2 0 0 1 1
w1 +3 -2 -3 +1 w3 eos +2 w1 w1 +3 w1 ini. ini. -1 w1 -2	0 0 1 4 5 5 5 5 6	0 0 1 4 5 5 5 5 6
+2 w3 w2 +2 fin. ini. -3 w1 -2 eos w3 -3 mid.	0 2 2 2 3 5 0 2 2 2 3 5 0 2 2 2 3 5 0 2 2 2 3 5	0 2 2 2 3 5 0 2 2 2 3 5 0 2 2 2 3 5 0 2 2 2 3 5
w1 w3 mid. -3 fin. w3 w3 rep. eos w3 ini. -1 eos w1 mid. mid.	0 0 1 1 1 1 2 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7	0 0 1 1 1 1 2 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7
w2 +2 +2 eos +2 ini. -2 fin. eos -3 fin. +2 -1 w3 +2 -1 +1 +2 -3 mid.	0 0 0 1 3	0 0 0 1 3
w1 w1 +3 -1 +1 eos rep. eos w1 w1 w3 +3 -1 w3 -3 +2 -1 -2 mid.	0 0 1 1 2 5	0 0 1 1 2 5
w2 w1 w1 w1 ini. rep. rep. -2 +1 w2 +1 w2 w2 ini. +3 eos mid. mid. mid.	0 0 0 1 1 2 2 3 3 4 0 0 0 1 1 2 2 3 3 4 0 0 0 1	0 0 0 1 1 2 2 3 3 4 0 0 0 1 1 2 2 3 3 4 0 0 0 1
+2 w3 w1 -2 ini. w2 w1 +2 -3 -1 w3 w2 eos w2 -1 -3 mid. w3 mid.	0 2 2 3 1 1 1 1 2 2 3 1 1 1 1 2 2 3 1 1 1 1 2 2	0 2 2 3 1 1 1 1 2 2 3 1 1 1 1 2 2 3 1 1 1 1 2 2
+1 mid. mid. ini. -1 ini. ini. w1 -3 w2 fin. -3 rep. mid. mid. mid.	0 1 7 7 8 5 0 1 7 7 8 5 0 1 7 7 8 5 0 1 7 7 8 5	0 1 7 7 8 5 0 1 7 7 8 5 0 1 7 7 8 5 0 1 7 7 8 5
w2 +2 +3 +3 eos fin. eos -1 w2 -3 -2 fin. +2 -3 fin. eos +1 -2 mid.	0 0 0 1 3 6	0 0 0 1 3 6
mid. +2 w1 w3 rep. rep. eos w1 ini. w3 eos w1 eos -2 -1 mid.	0 7 7 8 0 7 7 8 0 7 7 8 0 7 7 8 0 7 7 8 0 7 7 8	0 7 7 8 0 7 7 8 0 7 7 8 0 7 7 8 0 7 7 8 0 7 7 8
+2 -1 w2 w3 -1 rep. +1 eos w1 w1 eos w3 eos rep. mid. w1 mid.	0 2 2 2 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4	0 2 2 2 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4 3 3 3 3 4
mid. +1 +1 eos eos +1 -3 w3 rep. eos ini. w3 w1 w2 -2 -2 -3 w2 mid.	0 9	0 9
w2 w3 -2 w1 w3 w2 +2 +3 -3 +1 mid. -1	0 0 0 1 1 1 1 2 0 0 0 1 1 1 1 2 0 0 0 1 1 1 1 2	0 0 0 1 1 1 1 2 0 0 0 1 1 1 1 2 0 0 0 1 1 1 1 2
w3 +1 +3 eos eos eos +2 rep. -3 w2 -2	0 0 0 0 1 2 5	0 0 0 0 1 2 5
mid. mid. +2 +3 eos rep. -3 +3 w1 w2 -1	0 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5	0 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
mid. +1 -1 eos rep. +1 -2 w3 rep. w3 -2 -3 -3 mid.	0 6 4 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2	0 6 4 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2 1 2
+2 mid. -2 -2 -2 fin. eos eos eos +2 +1 -2 -2 -3 -2	0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2	0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2 0 2
+1 w3 mid. rep. eos ini. +2 eos -1 fin. rep. eos w1 +1 -2 +1 w3 mid. -2 -2	0 1 1 1 1 2 9 19 17 9 19 17 9 19 17 9 19 17 9 19 17 9 19 17	0 1 1 1 1 2 9 19 17 9 19 17 9 19 17 9 19 17 9 19 17 9 19 17
mid. w1 mid. eos fin. eos eos w3 w1 rep. +2 w3 w3 w3 w3 +3 mid. w3 -3	0 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9	0 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9 9
w2 +1 w1 -1 +1 ini. fin. rep. eos -3 fin. -3 eos +3 w1 w2 mid. -2 mid.	0 0 0 1 2 2 3 2 2 3 2 2 3 2 2 3 2 2 3 2 2 3 2 2	0 0 0 1 2 2 3 2 2 3 2 2 3 2 2 3 2 2 3 2 2 3 2 2
+2 +2 +1 rep. +3 -2 -2 rep. -1 fin. rep. eos -2 w2 w3 w2 +1 mid.	0 2 3 4 7 10 13 13 13 14 14 14 14 15 15 15 16 17 8 7 6 4 7 10	0 2 3 4 7 10 13 13 13 14 14 14 14 15 15 15 16 17 8 7 6 4 7 10
w1 w1 +2 fin. fin. +1 -2 w3 +2 +3 eos w3 eos +2 mid. w1 mid.	0 0 1 1 2 4 16 8 10	0 0 1 1 2 4 16 8 10
+3 mid. mid. rep. +2 w1 eos -2 w2 -3 ini. eos w1 ini. w1 w1 mid.	0 3 6	0 3 6
mid. w2 w3 eos fin. +1 eos rep. eos -3 -2 eos w2 +2 w1 mid. -1	0 8	0 8
w3 mid. +1 +2 -2 rep. w3 +1 eos fin. w2 w3 +2 -2 ini. w1 w2 -3	0 0 0 0 1 8	0 0 0 0 1 8
+2 w1 -1 rep. w3 ini. +3 w3 +1 fin. -2 w3 eos -2 +3 rep. +2 -3 -1 -1	0 2 1 1 2 1 1 2 1 1 2 1 1 2 1 1 2 1 1 2 1 1 2 1	0 2 1 1 2 1 1 2 1 1 2 1 1 2 1 1 2 1 1 2 1 1 2 1
w2 +2 mid. eos +1 +2 eos -3 w3 w2 w3 fin. -1 eos fin. w2 +1 -1	0 0 0 1 3	0 0 0 1 3
+1 w1 -2 +2 +2 eos eos eos eos mid. mid. -2	0 1 1 2 0 1 1 2 0 1 1 2 0 1 1 2 0 1 1 2 0 1 1 2	0 1 1 2 0 1 1 2 0 1 1 2 0 1 1 2 0 1 1 2 0 1 1 2
mid. +1 -2 w3 eos rep. -1 w1 +1 -1 -3	0 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5	0 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5 5
mid. +1 w3 -3 +2 -1 w1 w1 eos -3 -1 +1 ini. fin. -2 -3 ini. w3 mid. -2	0 9 6 6 7 7 8	0 9 6 6 7 7 8
mid. +2 -2 +2 w1 +1 rep. -2 +1 +2 w1 w3 +3 rep. +3 eos +3 -1 mid. mid.	0 9 11 11 11 11 12 15	0 9 11 11 11 11 12 15
mid. w3 mid. +3 eos w3 -2 eos eos +3 ini. +3 ini. -1 rep. +2 w2 mid.	0 8	0 8
+2 -1 mid. -2 -1 eos w1 w3 fin. -2 eos rep. eos ini. mid. -2 mid.	0 2 8 16 8 16 8 16 8 16 8 16 8 16 8 16 8 16 8 16 8 16 8 16	0 2 8 16 8 16 8 16 8 16 8 16 8 16 8 16 8 16 8 16 8 16 8 16
+2 mid. w1 fin. +2 ini. w1 ini. eos +3 -3 mid. -1	0 2 2 3 12 11 6 6 7 0 2 2 3 12 11 6 6 7 0 2 2 3 12 11	0 2 2 3 12 11 6 6 7 0 2 2 3 12 11 6 6 7 0 2 2 3 12 11
mid. +3 w2 +1 fin. eos -1 -2 eos w3 -3 mid.	0 5	0 5
w1 w2 w3 +2 +3 w3 eos eos eos -1 w1 eos mid. -3 -3	0 0 1 1 1 2 2 2 2 3 5 5 5 5 6	0 0 1 1 1 2 2 2 2 3 5 5 5 5 6
mid. w3 w1 eos eos eos eos eos -2 +1 mid.	0 5	0 5
w1 w2 w1 +2 eos +3 -2 fin. -3 fin. +2 -3 -2 -1	0 0 1 1 1 2 2 3 5 8 5 8 5 8 5 8 5 8 5 8 5 8 5 8	0 0 1 1 1 2 2 3 5 8 5 8 5 8 5 8 5 8 5 8 5 8 5 8
w1 w3 -1 eos -3 rep. ini. fin. +1 eos -2 -2 rep. +1 w1 -2 +1 -1 -2	0 0 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 1	0 0 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 1 1 1 2 1 1
+3 +3 mid. eos +2 +1 +3 w2 fin. eos -1 -1 mid.	0 3	0 3
+3 +2 -1 eos eos -1 w1 w1 w2 +2 -2 +1 mid. -1	0 3	0 3
w1 +1 mid. -1 ini. -3 +3 -3 -1 w3 fin. +2 +1 -3 -3	0 0 1 2 7 4 0 0 1 2 7 4 0 0 1 2 7 4 0 0 1 2 7 4	0 0 1 2 7 4 0 0 1 2 7 4 0 0 1 2 7 4 0 0 1 2 7 4
mid. -1 -1 +1 eos -3 fin. -2 ini. w2 -3 eos fin. ini. -2 w3 mid. -1	0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8	0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8
w3 -1 +2 w2 eos eos eos -2 -2 mid. mid. -1	0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0	0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0
w1 mid. mid. eos eos +1 ini. eos eos eos w3 w2 +1 mid.	0 0 1 6 0 0 1 6 0 0 1 6 0 0 1 6 0 0 1 6 0 0 1 6	0 0 1 6 0 0 1 6 0 0 1 6 0 0 1 6 0 0 1 6 0 0 1 6
w2 mid. +1 +3 fin. +1 ini. eos fin. eos fin. +2 -1 w2 ini. mid. -3 -2	0 0 0 1 8 17 15 8 17 15 8 17 15 8 17 15 8 17 15 8 17 15 8 17	0 0 0 1 8 17 15 8 17 15 8 17 15 8 17 15 8 17 15 8 17 15 8 17
w3 +3 w3 eos fin. eos +2 eos -2 +2 w1 -1 mid.	0 0 0 0 1 4 12 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6	0 0 0 0 1 4 12 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6 8 6
w2 w3 mid. +1 eos w3 +2 w3 +1 -3 -2 eos -2 +3 +1 -1 w2 mid. mid.	0 0 0 1 1 1 1 2 9 6 8 9 6 8 9 6 8 9 6 8 9 6 8 9	0 0 0 1 1 1 1 2 9 6 8 9 6 8 9 6 8 9 6 8 9 6 8 9
mid. +3 +2 eos -1 w2 eos w2 w1 -1 rep. -2 w1 -3	0 6	0 6
mid. w3 +2 eos +2 fin. eos -3 eos eos w1 mid. mid.	0 6	0 6
+2 +1 mid. w3 w2 ini. eos w2 w1 -3 -2	0 2 5 0 2 5 0 2 5 0 2 5 0 2 5 0 2 5 0 2 5 0 2 5	0 2 5 0 2 5 0 2 5 0 2 5 0 2 5 0 2 5 0 2 5 0 2 5
mid. +3 -2 eos -1 eos w2 w2 ini. +2 w3 w1 rep. w3 w3 mid. mid.	0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8	0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8 0 8
+3 +3 w3 ini. +2 +2 w2 w3 w3 fin. eos -3 w2 eos -3 +1 -1 mid.	0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3	0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3 0 3
w3 -1 +2 w1 -1 -3 rep. fin. eos mid. w2 mid.	0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0	0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0
+2 +2 w1 rep. ini. -3 +1 +2 -2 +1 -3 eos +3 -1 -2 w2 -3	0 2 2 3 3 4 0 2 2 3 3 4 0 2 2 3 3 4 0 2 2 3 3 4	0 2 2 3 3 4 0 2 2 3 3 4 0 2 2 3 3 4 0 2 2 3 3 4
mid. mid. w1 ini. eos fin. eos +1 w3 w1 +2 -1 -2 w3 w2 mid.	0 7 8 8 8 8 9 9 10 12 10 12 10 12 10 12 10 12 10 12 10 12 10 12	0 7 8 8 8 8 9 9 10 12 10 12 10 12 10 12 10 12 10 12 10 12 10 12
w1 +1 w3 eos fin. -3 +2 rep. eos +2 -2 w2 mid.	0 0 1 2 2 2 2 3	0 0 1 2 2 2 2 3
+2 w1 mid. eos w3 -3 +1 -2 +2 eos eos -2 w3 -2 rep. w2 +1 -3 -3	0 2 9	0 2 9
w2 w2 mid. +3 w2 w2 w1 fin. +3 -1 fin. w3 -3 +2 w3 w3 w2 +2 +1 -3	0 0 0 1 1 1 2 9 8 11 11 11 11 12 9 8 11 11 11 11 12 9 8 11	0 0 0 1 1 1 2 9 8 11 11 11 11 12 9 8 11 11 11 11 12 9 8 11
+2 +2 -1 w3 -2 +3 eos eos w3 mid. mid.	0 2 1 3 3 3 3 4 2 1 3 3 3 3 4 2 1 3 3 3 3 4 2 1	0 2 1 3 3 3 3 4 2 1 3 3 3 3 4 2 1 3 3 3 3 4 2 1
